name_track,name_artist,name_album,type,year,duration_ms,genre,popularity
I Want It All - Single Version,Queen,The Miracle (Collector's Edition),track,2022,241586,rock,68
Master of Puppets,Metallica,"Stranger Things: Soundtrack from the Netflix Series, Season 4",track,2022,514479,rock,71
Just Pretend,Bad Omens,THE DEATH OF PEACE OF MIND,track,2022,204676,rock,80
maybe (feat. Bring Me The Horizon),mgk,mainstream sellout,track,2022,170133,rock,70
Oysters In My Pocket,Royel Otis,Oysters In My Pocket,track,2022,162338,rock,75
A Symptom Of Being Human,Shinedown,Planet Zero,track,2022,248454,rock,69
life imitates life,quannnic,kenopsia,track,2022,203294,rock,65
Hunter’s Moon,Ghost,IMPERA,track,2022,196106,rock,59
Talk,beabadoobee,Beatopia,track,2022,158293,rock,66
Playing God,Polyphia,Remember That You Will Die,track,2022,205925,rock,62
Untitled #9 - Smáskifa 1,Sigur Rós,( ) [2022 Remaster],track,2022,278040,rock,60
So Called Life,Three Days Grace,EXPLOSIONS,track,2022,206642,rock,66
make up sex (feat. blackbear),mgk,mainstream sellout,track,2022,122570,rock,62
Scoring The End Of The World (feat. Mick Gordon),Motionless In White,Scoring The End Of The World,track,2022,228354,rock,61
Just Dance,Sable,Viral Covers,track,2022,174453,rock,59
CHOKE,The Warning,ERROR,track,2022,231854,rock,57
Body Paint,Arctic Monkeys,The Car,track,2022,290584,rock,58
The Funeral,YUNGBLUD,The Funeral,track,2022,211197,rock,57
Concorde,"Black Country, New Road",Ants From Up There,track,2022,363773,rock,57
The Place Where He Inserted the Blade,"Black Country, New Road",Ants From Up There,track,2022,433360,rock,61
Notion - Acoustic,The Rare Occasions,Notion (Acoustic),track,2022,195503,rock,62
She's a Lover,Red Hot Chili Peppers,Unlimited Love,track,2022,221092,rock,59
Eddie,Red Hot Chili Peppers,Return of the Dream Canteen,track,2022,341986,rock,57
The Boat I Row,Tame Impala,The Slow Rush B-Sides & Remixes,track,2022,238320,rock,66
No Love In LA,Palaye Royale,Fever Dream,track,2022,202209,rock,60
Fighter,The Score,Metamorph,track,2022,156666,rock,60
Far Rider,Still Corners,Far Rider,track,2022,425748,rock,53
Verona,Muse,Will Of The People,track,2022,297962,rock,53
Compliance,Muse,Will Of The People,track,2022,250860,rock,52
Where The Silence Goes,LEAP,One Million Pieces,track,2022,173369,rock,58
Enemies,The Score,Metamorph,track,2022,161592,rock,58
LA FINE,Måneskin,LA FINE,track,2022,200588,rock,51
If I Can Dream (From The Original Motion Picture Soundtrack ELVIS),Måneskin,If I Can Dream (From The Original Motion Picture Soundtrack ELVIS),track,2022,196000,rock,54
Head Up,The Score,Metamorph,track,2022,169977,rock,58
Will Of The People,Muse,Will Of The People,track,2022,198849,rock,54
Fire and Rain,James Taylor,"Stranger Things: Soundtrack from the Netflix Series, Season 4",track,2022,202613,rock,56
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),track,2022,215149,rock,63
Princesa equivocada - 2022 Remaster,Ilegales,Ilegales (Edición Deluxe),track,2022,239533,rock,37
Whole Lotta Shakin' Going On - Remastered 2022,Jerry Lee Lewis,The Killer Keys Of Jerry Lee Lewis (Sun Records 70th / Remastered 2022),track,2022,173453,rock,57
Gran Vía 82,Charlie USG,Gran Vía 82,track,2022,184734,rock,40
Step Aside,Goodbye June,See Where The Night Goes,track,2022,247895,rock,52
November Rain - 2022 Version,Guns N' Roses,Use Your Illusion I (Deluxe Edition),track,2022,535733,rock,59
Won’t Stand Down,Muse,Will Of The People,track,2022,209061,rock,56
Darkness At The Heart Of My Love,Ghost,IMPERA,track,2022,298573,rock,62
Kill The Noise,Papa Roach,Ego Trip,track,2022,188127,rock,63
Motels,Royel Otis,Motels,track,2022,203434,rock,63
Viernes 13,Charlie USG,Todo lo que por fin me atreví a decirte,track,2022,199944,rock,45
Beautiful James,Placebo,Never Let Me Go,track,2022,248543,rock,51
Más me duele a mí,Marea,Los potros del tiempo,track,2022,279565,rock,33
Mientras Bailas Sola,Despistaos,Ilusionismo,track,2022,214280,rock,33
Belo Horizonte,Cari Cari,Welcome To Kookoo Island,track,2022,226165,rock,59
Face It Alone,Queen,Face It Alone,track,2022,247186,rock,53
Voices In My Head,Falling In Reverse,Voices In My Head,track,2022,191414,rock,63
Is It Really You?,Sleep Token,Is It Really You?,track,2022,279593,rock,63
Dangerous State of Mind,Chri$tian Gate$,Dangerous State of Mind,track,2022,115620,rock,64
San Quentin,Nickelback,Get Rollin',track,2022,211457,rock,66
Mimos Son Mimos,Babasonicos,Trinchera,track,2022,177540,rock,58
Make Believe,Memphis May Fire,Remade In Misery,track,2022,229007,rock,62
Bad Habits (feat. Bring Me The Horizon),Ed Sheeran,Bad Habits (feat. Bring Me The Horizon),track,2022,250763,rock,59
Bad Things,I Prevail,TRUE POWER,track,2022,228260,rock,62
When You Know (Where You Come From),Scorpions,Rock Believer (Deluxe),track,2022,262146,rock,52
Kill Or Be Killed,Muse,Will Of The People,track,2022,299060,rock,50
Good Will Hunting,"Black Country, New Road",Ants From Up There,track,2022,297906,rock,56
Lux Æterna,Metallica,Lux Æterna,track,2022,205679,rock,53
Hayloft II (SMASHUP),Mother Mother,Hayloft II (SMASHUP),track,2022,223509,rock,58
NI QUE VALIERAS TANTO,Maria De Los Angeles,El Legado,track,2022,234150,rock,46
Definition of ugly is,The Rose,HEAL,track,2022,230279,rock,54
El Botellazo,Angel Guaraca,El Botellazo,track,2022,194930,rock,45
Warning Signs,Band of Horses,Things Are Great,track,2022,260866,rock,51
Give Me a Reason,Boy Harsher,The Runner (Original Soundtrack),track,2022,265560,rock,55
DISCIPLE,The Warning,ERROR,track,2022,220055,rock,54
Memories (with WILLOW),YUNGBLUD,YUNGBLUD,track,2022,155919,rock,55
cough drops,almost monday,cough drops,track,2022,163990,rock,63
No Time to Explain,Good Kid,No Time to Explain,track,2022,156122,rock,59
Chaos Space Marine,"Black Country, New Road",Ants From Up There,track,2022,216680,rock,55
Haldern,"Black Country, New Road",Ants From Up There,track,2022,305213,rock,56
Three Chords,Goodbye June,See Where The Night Goes,track,2022,227753,rock,47
ANIMAL,Tomas Chris,Butterfly,track,2022,201871,rock,50
i just want to hide my face,EKKSTACY,misery,track,2022,132840,rock,56
Human Crime,Pixies,Human Crime,track,2022,187956,rock,51
Sour,The Rose,HEAL,track,2022,200581,rock,55
One Step Ahead,Jack Johnson,One Step Ahead,track,2022,191647,rock,57
Rorschach,El Cuarteto De Nos,Lámina Once,track,2022,237075,rock,52
first death,TK from Ling tosite sigure,first death,track,2022,241575,rock,58
Free Them (feat. Teddy Swims),ONE OK ROCK,Luxury Disease,track,2022,192888,rock,48
2am,Foals,Life Is Yours,track,2022,224178,rock,54
emo girl (feat. WILLOW),mgk,mainstream sellout,track,2022,159096,rock,62
Historia de amor,Mabell de la Rosa,Historia de amor,track,2022,240022,rock,47
"What, Me Worry?",Portugal. The Man,"What, Me Worry?",track,2022,177397,rock,58
Take Me Out,Franz Ferdinand,Hits To The Head,track,2022,239708,rock,54
Here Ever After,Red Hot Chili Peppers,Unlimited Love,track,2022,230342,rock,55
Humans,Night Tapes,Humans,track,2022,251690,rock,60
ZOMBIFIED,Falling In Reverse,ZOMBIFIED,track,2022,218520,rock,61
Natural Born Killer,Dynazty,Final Advent,track,2022,205826,rock,54
MONEY,The Warning,ERROR,track,2022,194896,rock,55
Peace and Love,Red Hot Chili Peppers,Return of the Dream Canteen,track,2022,243224,rock,55
Tippa My Tongue,Red Hot Chili Peppers,Return of the Dream Canteen,track,2022,260808,rock,55
Parasite,Connor Kauffman,Parasite,track,2022,145890,rock,60
White Braids & Pillow Chair,Red Hot Chili Peppers,Unlimited Love,track,2022,220523,rock,55
sTraNgeRs,Bring Me The Horizon,sTraNgeRs,track,2022,195747,rock,60
Billie Toppy,Men I Trust,Billie Toppy,track,2022,195289,rock,60
Yen,Slipknot,"The End, So Far",track,2022,283786,rock,59
Basketball Shoes,"Black Country, New Road",Ants From Up There,track,2022,757440,rock,54
Quisiera embriagarme,Azucena Aymara,Solo Éxitos,track,2022,196069,rock,43
Ya No Sos Igual,2 minutos,Ya No Sos Igual,track,2022,222541,rock,45
ABC (feat. Sophia Black),Polyphia,Remember That You Will Die,track,2022,152361,rock,58
Can I Call You Tonight? / Quarterback,Cal in Red,Can I Call You Tonight? / Quarterback,track,2022,195310,rock,57
Cuando Florezca El Amor,Juanita Burbano,Mis Mejores Éxitos,track,2022,259320,rock,44
In The Air Tonight,State of Mine,In The Air Tonight,track,2022,300631,rock,58
Save Yourself,ONE OK ROCK,Luxury Disease,track,2022,197995,rock,54
Vertigo,Edwin Rosen,Vertigo,track,2022,210191,rock,67
9 lives,mgk,mainstream sellout (life in pink deluxe),track,2022,181496,rock,58
Kryptonite (Reloaded),Jeris Johnson,Kryptonite (Reloaded),track,2022,157799,rock,63
Lifetime,Three Days Grace,EXPLOSIONS,track,2022,176235,rock,60
Let Me Let You Go,ONE OK ROCK,Luxury Disease,track,2022,180211,rock,55
Self-Destruction,I Prevail,TRUE POWER,track,2022,146176,rock,62
Bye Bye,Babasonicos,Trinchera,track,2022,250760,rock,58
Rock Believer,Scorpions,Rock Believer (Deluxe),track,2022,237128,rock,49
DOCTORA II,Piti Fernández,Caminos Bríos,track,2022,337538,rock,57
NO ESCAPE,HEALTH,DISCO4 :: PART II,track,2022,214333,rock,56
her smile,Keanu Bicol,butterfly / her smile,track,2022,235536,rock,56
Intro,"Black Country, New Road",Ants From Up There,track,2022,54906,rock,52
Watcher In The Sky,Ghost,IMPERA,track,2022,348333,rock,53
Along,GHOSTWOMAN,Ghost Woman,track,2022,201986,rock,48
That Girl,Emei,That Girl,track,2022,140426,rock,58
Time,The Rose,HEAL,track,2022,190784,rock,51
The Fight Within,Memphis May Fire,Remade In Misery,track,2022,234114,rock,55
Troublemaker,Black Pontiac,From Bad to Worse (And Back Again),track,2022,204760,rock,57
Don't Miss,The Blue Stones,Pretty Monster,track,2022,187666,rock,52
NOTHING ON THE LINE,George Barnett,NOTHING ON THE LINE,track,2022,204650,rock,56
Ghosts (How Can I Move On),Muse,Will Of The People,track,2022,217034,rock,47
Club De Vampiros,French Police,Club De Vampiros,track,2022,189428,rock,54
Tu Reino Está Aquí - En Vivo,Generación 12,Tu Reino Está Aquí (En Vivo),track,2022,333871,rock,52
Sad Disco,flipturn,Shadowglow,track,2022,227213,rock,63
No Choice,Tame Impala,The Slow Rush B-Sides & Remixes,track,2022,221826,rock,56
Moment In The Sun - Bonus Track,Sunflower Bean,Headful of Sugar,track,2022,189634,rock,43
We Don't Know What Tomorrow Brings,The Smile,A Light for Attracting Attention,track,2022,196752,rock,50
Sultans Of Swing - Remastered 2022,Dire Straits,Money For Nothing (Remastered 2022),track,2022,348680,rock,47
Bowling Alley Thug,Surf Hat,Surf Hat,track,2022,179217,rock,60
Let Em' Out,PERSONA 749,Let Em' Out,track,2022,209361,rock,56
The Girl Is Mine (with Paul McCartney),Michael Jackson,Thriller 40,track,2022,221677,rock,51
Renegades,ONE OK ROCK,Luxury Disease,track,2022,244538,rock,57
veil,akiaura,veil,track,2022,107776,rock,58
Human Nature,Michael Jackson,Thriller 40,track,2022,245913,rock,53
Survivor,All Good Things,Survivor,track,2022,193840,rock,54
Brothers In Arms - Edit / Remastered 2022,Dire Straits,Money For Nothing (Remastered 2022),track,2022,298840,rock,45
Camino Largo Versión 2,Angel Guaraca,Camino Largo Versión 2,track,2022,213132,rock,44
Waiting On The Sky To Change,STARSET,Waiting On The Sky To Change,track,2022,244135,rock,59
EVOLVE,The Warning,ERROR,track,2022,213308,rock,53
Do You,GHOSTWOMAN,Ghost Woman,track,2022,184760,rock,51
The Shape I'm Takin',Red Hot Chili Peppers,The Shape I'm Takin',track,2022,215365,rock,52
BRIGHTSIDE,The Lumineers,BRIGHTSIDE,track,2022,229773,rock,52
Nunca Lo Olvides,Airbag,Nunca Lo Olvides,track,2023,299810,rock,67
More the Victim,Linkin Park,Meteora 20th Anniversary Edition,track,2023,161000,rock,63
The End of a Gun,GHOSTWOMAN,"Anne, If",track,2023,191451,rock,62
Eyes Without A Face,Sinnerella,Eyes Without A Face,track,2023,135206,rock,68
From the Start,Good Kid,From the Start,track,2023,150047,rock,76
Kool Aid,Royel Otis,Sofa Kings,track,2023,216665,rock,71
Take Me Back To Eden,Sleep Token,Take Me Back To Eden,track,2023,500116,rock,76
Fighting Myself,Linkin Park,Meteora 20th Anniversary Edition,track,2023,201428,rock,69
VALENTINE,Måneskin,RUSH! (ARE U COMING?),track,2023,216997,rock,65
GOSSIP (feat. Tom Morello),Måneskin,GOSSIP (feat. Tom Morello),track,2023,168280,rock,67
Nada que perder,Robe,Se nos lleva el aire,track,2023,370000,rock,67
Weak In Your Light,Nation of Language,Strange Disciple,track,2023,255438,rock,63
Sofa King,Royel Otis,Sofa Kings,track,2023,196317,rock,69
Dial Tone,Catch Your Breath,Shame On Me,track,2023,200495,rock,70
OWN MY MIND,Måneskin,RUSH!,track,2023,191856,rock,63
Tu mejor versión,Rulo y la contrabanda,5,track,2023,194986,rock,37
Lost,Linkin Park,Lost,track,2023,199342,rock,70
El ataque de las chicas cocodrilo,Hombres G,El ataque de las chicas cocodrilo,track,2023,157833,rock,49
Viajando por el interior,Robe,Se nos lleva el aire,track,2023,415000,rock,53
novio del año,Paula Koops,novio del año,track,2023,154719,rock,42
Ininteligible,Robe,Se nos lleva el aire,track,2023,409000,rock,52
Watch The World Burn,Falling In Reverse,Watch The World Burn,track,2023,203948,rock,67
Confeti,Rulo y la contrabanda,5,track,2023,236597,rock,38
Cuenta conmigo,Hens,No Me Odio Tanto,track,2023,166717,rock,39
Foaming,Day We Ran,Foaming,track,2023,193906,rock,67
Mi Mejor Versión,Walls,Mi Mejor Versión,track,2023,201833,rock,49
Hate.,ThxSoMch,Hate.,track,2023,134769,rock,71
Uróboros,Albertucho,El regreso del Perro Andaluz,track,2023,217900,rock,41
Colateral,Lemot,Colateral,track,2023,151356,rock,42
Me has jodido el ciclo del sueño,Hens,No Me Odio Tanto,track,2023,161500,rock,39
Para volverte a decir,Arco,Sol,track,2023,191231,rock,46
No Me Haces Bien,Calero LDN,No Me Haces Bien,track,2023,260342,rock,43
Cansado de estar triste,Xavibo,Papel de Burbujas,track,2023,175867,rock,45
BABY SAID,Måneskin,RUSH!,track,2023,164682,rock,72
HOOLIGANG,Joey Valence & Brae,PUNK TACTICS,track,2023,168000,rock,69
scars,Novulent,VOL. 1,track,2023,95002,rock,71
HONEY (ARE U COMING?),Måneskin,RUSH!,track,2023,167276,rock,72
PUNK TACTICS,Joey Valence & Brae,PUNK TACTICS,track,2023,143609,rock,73
Lo noto,Hombres G,Del rosa al amarillo,track,2023,259079,rock,62
Hard to Say I'm Sorry,Chicago,Love from Chicago,track,2023,221413,rock,65
Hey Jude - 2015 Mix,The Beatles,The Beatles 1967 – 1970 (2023 Edition),track,2023,431453,rock,71
OFF MY FACE,Måneskin,RUSH! (ARE U COMING?),track,2023,149835,rock,66
"I'll Try Anything Once (""You Only Live Once"" demo) - Heart In a Cage B-Side",The Strokes,The Singles - Volume 01,track,2023,194651,rock,58
Killer,Mareux,Lovers From The Past,track,2023,186706,rock,65
Jesus He Knows Me,Ghost,Jesus He Knows Me,track,2023,245240,rock,58
Psycho In My Head,Skillet,Dominion: Day of Destiny,track,2023,197480,rock,63
Angry,The Rolling Stones,Angry,track,2023,226735,rock,55
BLA BLA BLA,Måneskin,RUSH!,track,2023,184660,rock,55
So Good at Being in Trouble,Unknown Mortal Orchestra,II (10 Year Anniversary Edition),track,2023,230146,rock,62
Alaska,Bunbury,Greta Garbo,track,2023,258573,rock,52
Living In A Haze,Milky Chance,Living In A Haze,track,2023,173369,rock,58
Blame Brett,The Beaches,Blame My Ex,track,2023,177003,rock,68
unknown feelings,Novulent,unknown feelings,track,2023,134627,rock,70
wonder if you care,flyingfish,wonder if you care,track,2023,134556,rock,68
Silent Running (feat. Adeleye Omotayo),Gorillaz,Cracker Island,track,2023,266338,rock,62
Human - Edit,The Human League,Human,track,2023,228093,rock,60
STARTAFIGHT,Joey Valence & Brae,PUNK TACTICS,track,2023,187301,rock,61
READ YOUR DIARY,Måneskin,RUSH!,track,2023,150695,rock,58
No More Lies,Thundercat,No More Lies,track,2023,327217,rock,64
Happier (feat. Oli Sykes of Bring Me The Horizon),YUNGBLUD,Happier (feat. Oli Sykes of Bring Me The Horizon),track,2023,204458,rock,61
Suffocation - Slowed,noturgf,Suffocation (Slowed),track,2023,64842,rock,64
Desaparecer,Bunbury,Greta Garbo,track,2023,234586,rock,52
72 Seasons,Metallica,72 Seasons,track,2023,459120,rock,56
Sentada en un Bar,Cecy Narvaez,ÉXITOS,track,2023,242068,rock,51
She got the bomb,Billylildove,She got the bomb,track,2023,131394,rock,58
DON'T WANNA SLEEP,Måneskin,RUSH!,track,2023,156057,rock,56
Mess It Up,The Rolling Stones,Hackney Diamonds,track,2023,243687,rock,52
Veneno para Olvidar,Hipatia Balseca,Por Siempre,track,2023,233826,rock,51
FEEL,Måneskin,RUSH!,track,2023,167969,rock,55
Feeling For You,Milky Chance,Living In A Haze,track,2023,221560,rock,59
"Within You, Within Me",Meltt,Eternal Embers,track,2023,198613,rock,63
Stuck,Thirty Seconds To Mars,It’s The End Of The World But It’s A Beautiful Day,track,2023,182746,rock,57
Last Resort - Reimagined,Falling In Reverse,Last Resort (Reimagined),track,2023,283714,rock,62
GASOLINE,Måneskin,RUSH!,track,2023,221062,rock,58
En el mismo bar,De Rancho,Camper Season,track,2023,162500,rock,34
Back To Me,The Rose,DUAL,track,2023,224968,rock,62
Mimi's Delivery Service,Good Kid,Mimi's Delivery Service,track,2023,178924,rock,67
Diamante Roto,El Mató a un Policía Motorizado,Súper Terror,track,2023,181766,rock,36
Shame On Me,Catch Your Breath,Shame On Me,track,2023,201723,rock,68
I Ran (So Far Away) - Single Edit,A Flock Of Seagulls,A Flock Of Seagulls (Deluxe),track,2023,221798,rock,63
Children of the Sky (a Starfield song),Imagine Dragons,Children of the Sky (a Starfield song),track,2023,207611,rock,60
Right Thing,Bayonne,Temporary Time,track,2023,222773,rock,65
XAO,Marlon,Que Se Caiga el Cielo,track,2023,140703,rock,35
Tu gemido sabe a rejas,Mala Hierba,Tu gemido sabe a rejas,track,2023,237826,rock,36
Caricias en tu espalda (feat. MARLENA),Despistaos,Caricias en tu espalda (feat. MARLENA),track,2023,184867,rock,35
Aprender de lo Vivido,Periferia,Fortuna o Discordia,track,2023,180736,rock,36
La Marea Nunca Te la Va a Devolver,Rojuu,Salsa Valentina,track,2023,127625,rock,46
Pls Cheat On Me,Precious Pepala,Pls Cheat On Me,track,2023,171022,rock,61
Make It Out Alive,ONE OK ROCK,Make It Out Alive,track,2023,209799,rock,61
Fight Fire With Gasoline,Self Deception,You Are Only As Sick As Your Secrets,track,2023,228727,rock,58
Realize,Trxy!,Realize,track,2023,115401,rock,63
Paradox,Survive Said The Prophet,Paradox,track,2023,241153,rock,54
Rinsed,Dean Blunt,Rinsed,track,2023,106805,rock,65
Baby Queen,Gorillaz,Cracker Island,track,2023,220105,rock,58
Fall Into,Ally Nicholas,Fall Into,track,2023,186857,rock,63
Entre dos tierras,Till Lindemann,Entre dos tierras,track,2023,225128,rock,48
Pass The Nirvana,Pierce The Veil,The Jaws Of Life,track,2023,197373,rock,69
Red Hearts,Marlon Funaki,Red Hearts,track,2023,197111,rock,63
This Is Why,Paramore,This Is Why,track,2023,206700,rock,63
LosT,Bring Me The Horizon,LosT,track,2023,205368,rock,62
Look What You've Done,Radio Free Alice,Radio Free Alice,track,2023,193413,rock,56
never enough,otuka,never enough,track,2023,112622,rock,62
Think Fast (feat. Weezer),Dominic Fike,Sunburn,track,2023,222839,rock,64
Into The Otherside,The Listros,Into The Otherside,track,2023,215782,rock,59
Under You,Foo Fighters,But Here We Are,track,2023,219393,rock,54
Lifeline,The Rose,DUAL,track,2023,161833,rock,54
Negrita Consentida,Marcelo Bedoya,Karahuay,track,2023,212600,rock,48
Need A Favor,Jelly Roll,Whitsitt Chapel,track,2023,197400,rock,74
kisses,Slowdive,everything is alive,track,2023,237434,rock,58
DArkSide,Bring Me The Horizon,DArkSide,track,2023,164790,rock,59
You're Beautiful,The Rose,DUAL,track,2023,235175,rock,56
Timezones,Schur,The Unsure Mixtape,track,2023,212517,rock,57
Hangfire,Wind Walkers,What If I Break?,track,2023,195217,rock,64
Monolith,Twin Tribes,Monolith,track,2023,264656,rock,61
Osmosis,Good Kid,Good Kid 3,track,2023,173122,rock,60
21 Gun Salute,Catch Your Breath,Shame On Me,track,2023,226240,rock,64
Until I Know,Panchiko,Failed at Math(s),track,2023,203368,rock,67
Lovers From The Past,Mareux,Lovers From The Past,track,2023,199280,rock,62
Alice,Steven Rodriguez,Alice,track,2023,154277,rock,57
Only in Your Eyes,Meltt,Eternal Embers,track,2023,207774,rock,60
La tormenta perfecta,Bunbury,Greta Garbo,track,2023,183240,rock,49
Off The Edge (with LUNA AURA),VOILÀ,The Cure for Breathing,track,2023,164469,rock,60
MARK CHAPMAN,Måneskin,RUSH!,track,2023,220167,rock,52
KOOL KIDS,Måneskin,RUSH! (ARE U COMING?),track,2023,163177,rock,53
Going Kokomo,Royel Otis,Sofa Kings,track,2023,190626,rock,58
Tu Misterioso Alguien,Miranda!,Hotel Miranda!,track,2023,239359,rock,57
Geneva Strangemod,Glyders,Maria's Hunt,track,2023,160615,rock,56
Bogus Operandi,The Hives,The Death Of Randy Fitzsimmons,track,2023,223785,rock,50
Nuestros mundos no obedecen a tus mapas,Bunbury,Greta Garbo,track,2023,215346,rock,48
Great Time To Be Human,Jagwar Twin,Great Time To Be Human,track,2023,203108,rock,62
The Narcissist,Blur,The Ballad of Darren,track,2023,245225,rock,54
Bring Me To Life - Remastered 2023,Evanescence,Bring Me To Life (Demo / Remastered),track,2023,236400,rock,57
rose,jaydes,ghetto cupid,track,2023,126233,rock,65
We Didn’t Start The Fire,Fall Out Boy,We Didn’t Start The Fire,track,2023,215530,rock,62
Good enough,Xdinary Heroes,Deadlock,track,2023,237533,rock,58
Emergency Contact,Pierce The Veil,The Jaws Of Life,track,2023,240000,rock,68
for her,whatsaheart,for her,track,2023,174680,rock,62
Sleepwalking,All Time Low,Tell Me I'm Alive,track,2023,187344,rock,59
Modern Girls & Old Fashion Men - Reptilia B-Side,The Strokes,The Singles - Volume 01,track,2023,218417,rock,54
No Soy de Tu Clase,Bayron Caicedo,"En la Vida Hay Que Gozar, Vol. 3",track,2023,214595,rock,45
I Wanna Dance With You,Royel Otis,Sofa Kings,track,2023,174761,rock,56
Counting Stars,No Resolve,Counting Stars,track,2023,232184,rock,59
"You're Not Gone, You're Just Dead!",VIOLENT VIRA,Till' Death Was Never Enough,track,2023,175229,rock,64
Death Of An Executioner,Pierce The Veil,The Jaws Of Life,track,2023,267800,rock,67
El Locutorio,Bayron Caicedo,"En la Vida Hay Que Gozar, Vol. 3",track,2023,186105,rock,42
Paper Machete,Queens of the Stone Age,In Times New Roman...,track,2023,202776,rock,52
another soul,MICO,the tears we fight EP,track,2023,177142,rock,57
Metaphor,Marlon Funaki,Metaphor,track,2023,237794,rock,60
Dead Talk,Wind Walkers,What If I Break?,track,2023,195085,rock,61
The New Thing Dies,Ray Bull,Easy Way To Lose,track,2023,228500,rock,51
Rigor Mortis Radio,The Hives,The Death Of Randy Fitzsimmons,track,2023,148738,rock,45
harder to lie.,elijah,harder to lie.,track,2023,210124,rock,61
De vuelta a casa,Bunbury,Greta Garbo,track,2023,263306,rock,45
With Or Without You,Pacifica,Freak Scene,track,2023,154337,rock,49
En la Vida Hay Que Gozar,Bayron Caicedo,"En la Vida Hay Que Gozar, Vol. 3",track,2023,219892,rock,43
If Darkness Had a Son,Metallica,72 Seasons,track,2023,396293,rock,51
zzz,60 juno,zzz,track,2023,177662,rock,59
Screaming Suicide,Metallica,72 Seasons,track,2023,330453,rock,52
Dummy,Portugal. The Man,Chris Black Changed My Life,track,2023,145093,rock,58
Shadows Follow,Metallica,72 Seasons,track,2023,371880,rock,51
Voces de Invierno,Jero Jones,Transferencia,track,2023,193218,rock,46
WORTHLESS,d4vd,Petals to Thorns,track,2023,163049,rock,61
Find A Way,Balu Brigada,Find A Way,track,2023,227000,rock,57
Meeting The Master,Greta Van Fleet,Starcatcher,track,2023,312084,rock,52
That's Why We Fight (feat. Koe Wetzel),Ella Langley,Excuse The Mess,track,2023,163973,rock,74
La Mitad de Mi,Bayron Caicedo,"En la Vida Hay Que Gozar, Vol. 3",track,2023,237145,rock,45
Untitled #13,glwzbll,Untitled #13,track,2023,115054,rock,58
DYWTYLM,Sleep Token,Take Me Back To Eden,track,2023,240737,rock,64
Perfect,Bayonne,Temporary Time,track,2023,199986,rock,57
Armagedón por compasión,Bunbury,Greta Garbo,track,2023,222813,rock,46
